"site","chamber","collect_date","pwsw","inout","location","temp.degC ","cond.mscm ","salinity","ph","cust_sample_id","ALKA.mgL ","CL.mglCaCO3","DOC.mgL","LPH","NH4.mgL","NOX","SO4.mgl","TDN.mgl","trt","mean.salinity","srp.um.l","tdp.um.l","srp.ppb","tdp.ppb","deepsulfide.mm","shallowsulfide.mm","datesulfide"
"BW",5,2015-08-19,"PW","in","BW-P-5",34.97,21.36,12.66,6.47,"P79544-3",477,6630,169,7.7,4.742,NA,530,8.75,"control",NA,"4.475","6.679","138.591","206.849",3.0803,1.4605,"2015-08-24"
"BW",7,2015-08-19,"PW","in","BW-P-7",36.422,22.705,13.498,6.41,"P79544-4",358,6322,155,7.54,3.46,NA,564,7.07,"control",NA,"3.825","4.667","118.460","144.537",2.0088,1.0985,"2015-08-24"
"BW",8,2015-08-19,"PW","in","BW-P-8",33.252,22.445,13.385,6.593,"P79544-5",559,6381,165,7.69,4.852,NA,504,8.6,"control",NA,"4.864","6.612","150.638","204.774",2.3691,1.5745,"2015-08-24"
"BW",9,2015-08-19,"PW","in","BW-P-9",31.425,23.843,14.348,6.527,"P79544-6",356,6874,156,7.58,2.994,NA,652,6.43,"control",NA,"2.928","3.632","90.680","112.483",1.906,1.1112,"2015-08-24"
"BW",11,2015-08-19,"PW","in","BW-P-11",32.705,31.955,19.753,6.353,"P79544-7",241,9277,117,7.41,1.497,NA,1095,4.46,"treatment",NA,"1.131","1.775","35.027","54.972",0.4941,0.3619,"2015-08-24"
"BW",12,2015-08-19,"PW","in","BW-P-12",34.55,32.727,20.23,6.56,"P79544-8",297,10070,115,7.55,2.049,NA,1173,4.96,"treatment",NA,"1.714","8.901","53.083","275.664",0.5366,0.6128,"2015-08-24"
"BW",13,2015-08-19,"PW","in","BW-P-13",31.14,30.88,19.052,6.438,"P79544-9",298,9169,123,7.6,1.418,NA,1037,4.46,"treatment",NA,"0.764","2.113","23.661","65.440",0.4482,0.7893,"2015-08-24"
"BW",14,2015-08-19,"PW","in","BW-P-14",33.685,31.572,19.457,6.535,"P79544-10",301,9923,129,7.56,2.242,NA,1112,5.02,"treatment",NA,"1.851","2.226","57.325","68.939",1.6653,0.8226,"2015-08-24"
"BW",15,2015-08-19,"PW","in","BW-P-15",37.523,28.975,19.332,6.623,"P79544-11",228,9317,119,7.66,1.11,NA,1031,4.33,"treatment",NA,"0.519","1.208","16.073","37.412",0.7691,0.1762,"2015-08-24"
"BW",16,2015-08-19,"PW","in","BW-P-16",32.305,29.985,18.413,6.703,"P79544-12",286,8188,133,7.68,2.169,NA,891,4.91,"treatment",NA,"0.926","2.173","28.678","67.298",0.8291,0.7328,"2015-08-24"
"BW",1,2015-09-16,"PW","in","BW-P-1",26.09,20.532,12.245,6.515,"P79573-1",488,6466,146,7.53,3.448,NA,403,7.2,"control",NA,"3.400","5.885","105.298","182.258",2.3886,1.6709,"2015-09-21"
"BW",3,2015-09-16,"PW","in","BW-P-3",25.685,21.065,12.6,6.575,"P79573-2",532,6873,155,7.38,4.785,NA,470,8.69,"control",NA,"3.305","5.914","102.356","183.157",2.4787,1.9918,"2015-09-21"
"BW",5,2015-09-16,"PW","in","BW-P-5",24.81,19.933,11.883,6.86,"P79573-3",527,5994,182,7.58,4.426,NA,337,7.91,"control",NA,"3.447","5.611","106.754","173.773",2.9169,2.1224,"2015-09-21"
"BW",7,2015-09-16,"PW","in","BW-P-7",25.605,22.197,13.34,6.705,"P79573-4",454,7471,170,7.66,4.708,NA,525,8.62,"control",NA,"4.533","7.425","140.387","229.952",2.5912,2.2772,"2015-09-21"
"BW",8,2015-09-16,"PW","in","BW-P-8",26.365,21.17,12.66,6.718,"P79573-5",640,6997,173,7.51,6.03,NA,396,10.4,"control",NA,"7.178","10.305","222.303","319.146",3.1178,2.64,"2015-09-21"
"BW",9,2015-09-16,"PW","in","BW-P-9",25.648,22.823,13.75,6.812,"P79573-6",440,7590,129,7.6,4.034,NA,557,7.5,"control",NA,"2.927","5.715","90.649","176.994",2.3019,1.8711,"2015-09-21"
"BW",11,2015-09-16,"PW","in","BW-P-11",26.872,24.195,14.645,6.56,"P79573-7",333,7639,117,7.49,1.761,NA,625,4.89,"treatment",NA,"1.263","1.699","39.115","52.618",0.9333,0.6506,"2015-09-21"
"BW",12,2015-09-16,"PW","in","BW-P-12",26.453,27.753,17.03,6.63,"P79573-8",361,9368,104,7.52,2.365,NA,814,5.42,"treatment",NA,"2.020","2.660","62.559","82.380",1.2181,1.0344,"2015-09-21"
"BW",13,2015-09-16,"PW","in","BW-P-13",25.58,24.532,14.887,6.607,"P79573-9",362,8076,126,7.62,1.582,NA,617,4.76,"treatment",NA,"1.142","2.592","35.368","80.274",0.8477,0.824,"2015-09-21"
"BW",14,2015-09-16,"PW","in","BW-P-14",25.27,24.012,15.573,6.657,"P79573-10",349,7988,122,7.75,2.581,NA,637,5.81,"treatment",NA,"3.356","4.579","103.935","141.812",1.7635,1.1794,"2015-09-21"
"BW",15,2015-09-16,"PW","in","BW-P-15",26.293,25.86,15.762,6.63,"P79573-11",325,8276,122,7.74,1.795,NA,653,5.3,"treatment",NA,"1.420","2.246","43.977","69.559",1.1566,0.4929,"2015-09-21"
"BW",16,2015-09-16,"PW","in","BW-P-16",26.023,27.442,16.828,6.555,"P79573-12",312,9709,132,7.58,2.313,NA,861,5.57,"treatment",NA,"0.942","7.761","29.174","240.358",1.1396,0.9974,"2015-09-21"
"BW",1,2015-10-21,"PW","in","BW-P-1",28.497,19.755,11.71,NA,"P79574-1",629,6367,132,7.89,3.994,NA,352,7.84,"control",11.71,"","","","",3.4874,3.0616,"2015-10-26"
"BW",3,2015-10-21,"PW","in","BW-P-3",27.97,21.102,12.595,NA,"P79574-2",591,6747,134,7.81,5.351,NA,554,9.3,"control",12.6,"","","","",3.4579,3.3305,"2015-10-26"
"BW",5,2015-10-21,"PW","in","BW-P-5",28.06,20.558,12.232,NA,"P79574-3",664,6827,146,7.95,5.972,NA,474,10.2,"control",12.23,"","","","",5.2891,3.0439,"2015-10-26"
"BW",7,2015-10-21,"PW","in","BW-P-7",28.332,21.325,12.732,NA,"P79574-4",574,7107,152,7.97,5.25,NA,602,9.3,"control",12.73,"","","","",3.3423,3.4435,"2015-10-26"
"BW",8,2015-10-21,"PW","in","BW-P-8",28.785,21.233,12.625,NA,"P79574-5",727,6834,157,7.48,6.764,NA,439,11.7,"control",12.62,"","","","",4.4245,4.1342,"2015-10-26"
"BW",9,2015-10-21,"PW","in","BW-P-9",27.938,22.067,13.227,NA,"P79574-6",561,7093,124,7.5,4.675,NA,588,8.31,"control",13.23,"","","","",3.0699,2.5901,"2015-10-26"
"BW",11,2015-10-21,"PW","in","BW-P-11",28.985,22.093,13.223,NA,"P79574-7",378,7096,103,7.24,2.21,NA,723,4.92,"treatment",13.22,"","","","",1.4407,1.0958,"2015-10-26"
"BW",12,2015-10-21,"PW","in","BW-P-12",30.393,24.863,15.037,NA,"P79574-8",442,7866,99.2,7.49,2.796,NA,774,5.6,"treatment",15.04,"","","","",1.9399,1.5035,"2015-10-26"
"BW",13,2015-10-21,"PW","in","BW-P-13",30.73,22.745,13.625,NA,"P79574-9",383,7667,104,7.59,1.545,NA,730,4.3,"treatment",13.63,"","","","",1.5421,1.2226,"2015-10-26"
"BW",14,2015-10-21,"PW","in","BW-P-14",28.465,23.395,14.082,NA,"P79574-10",467,8171,111,7.49,3.48,NA,770,6.26,"treatment",14.08,"","","","",3.1761,2.6217,"2015-10-26"
"BW",15,2015-10-21,"PW","in","BW-P-15",29.29,21.69,12.963,NA,"P79574-11",408,6634,113,7.44,2.21,NA,573,5.25,"treatment",12.96,"","","","",1.6367,1.0478,"2015-10-26"
"BW",16,2015-10-21,"PW","in","BW-P-16",29.012,25.325,15.353,NA,"P79574-12",378,8176,110,7.32,2.641,NA,849,5.62,"treatment",15.35,"","","","",1.6091,1.5738,"2015-10-26"
"BW",1,2015-11-18,"PW","in","BW-P-1",29.425,19.087,11.43,6.71,"P79575-1",684,6255,143,7.6,4.242,NA,271,7.98,"control",NA,"","","","",NA,NA,NA
"BW",3,2015-11-18,"PW","in","BW-P-3",28.402,20.998,12.518,6.77,"P79575-2",627,6855,137,7.59,6.025,NA,498,9.62,"control",NA,"","","","",NA,NA,NA
"BW",5,2015-11-18,"PW","in","BW-P-5",28.517,19.87,11.787,6.91,"P79575-3",693,6172,184,7.86,5.525,NA,306,9.27,"control",NA,"","","","",NA,NA,NA
"BW",7,2015-11-18,"PW","in","BW-P-7",28.487,20.938,12.482,6.9,"P79575-4",631,6933,143,7.71,5.656,NA,499,9.22,"control",NA,"","","","",NA,NA,NA
"BW",8,2015-11-18,"PW","in","BW-P-8",29.775,19.95,11.828,6.79,"P79575-5",697,6192,147,7.67,6.419,NA,303,10.3,"control",NA,"","","","",NA,NA,NA
"BW",9,2015-11-18,"PW","in","BW-P-9",28,22.777,13.692,6.7,"P79575-6",540,7430,118,7.36,4.459,NA,625,7.49,"control",NA,"","","","",NA,NA,NA
"BW",11,2015-11-18,"PW","in","BW-P-11",28.633,28.135,17.25,6.81,"P79575-7",352,9326,89.3,7.35,1.917,NA,1025,4.01,"treatment",NA,"","","","",NA,NA,NA
"BW",12,2015-11-18,"PW","in","BW-P-12",29.383,29.007,17.823,6.73,"P79575-8",478,9973,108,7.66,2.344,NA,1001,4.69,"treatment",NA,"","","","",NA,NA,NA
"BW",13,2015-11-18,"PW","in","BW-P-13",29.027,28.835,17.72,6.89,"P79575-9",364,10532,83.7,7.05,1.353,NA,1134,3.55,"treatment",NA,"","","","",NA,NA,NA
"BW",14,2015-11-18,"PW","in","BW-P-14",30.433,26.805,16.317,7,"P79575-10",419,9362,103,7.66,3.102,NA,966,5.41,"treatment",NA,"","","","",NA,NA,NA
"BW",15,2015-11-18,"PW","in","BW-P-15",27.945,25.332,15.385,6.68,"P79575-11",380,8495,95.6,6.94,2.278,NA,822,4.74,"treatment",NA,"","","","",NA,NA,NA
"BW",16,2015-11-18,"PW","in","BW-P-16",30.193,28.525,17.475,6.8,"P79575-12",353,9876,115,7.49,2.405,NA,1090,4.84,"treatment",NA,"","","","",NA,NA,NA
"BW",1,2015-12-16,"PW","in","BW-P-1",29.69,18.117,10.815,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2015-12-16,"PW","in","BW-P-3",30.825,18.255,10.762,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",5,2015-12-16,"PW","in","BW-P-5",30.99,17.767,10.477,6.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",7,2015-12-16,"PW","in","BW-P-7",32.183,20.225,11.977,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",8,2015-12-16,"PW","in","BW-P-8",28.242,20.38,12.115,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",9,2015-12-16,"PW","in","BW-P-9",30.3,22.707,13.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",11,2015-12-16,"PW","in","BW-P-11",29.775,24.968,15.11,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",12,2015-12-16,"PW","in","BW-P-12",29.853,24.46,14.777,6.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",13,2015-12-16,"PW","in","BW-P-13",29.593,24.483,14.797,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",14,2015-12-16,"PW","in","BW-P-14",30.995,24.773,14.938,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",15,2015-12-16,"PW","in","BW-P-15",30.45,22.137,13.24,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",16,2015-12-16,"PW","in","BW-P-16",32.252,26.315,15.953,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2014-10-22,"SW","in","BW-S-1",NA,NA,NA,NA,"P75181-2_P75181-3",106.5,1541,51.45,7.85,0.06,0.005,53.1,1.665,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",2,2014-10-22,"SW","in","BW-S-2",NA,NA,NA,NA,"P75181-4_P75181-5",100.5,1538,51.3,7.685,0.0425,0.005,55.1,1.665,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2014-11-20,"SW","in","BW-S-1",23.35,8.835,4.935,NA,"P75911-2_P75911-3",176,2646.5,79.35,7.905,0.05,NA,97.25,2.385,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2014-11-20,"SW","in","BW-S-3",23.13,8.89,4.97,NA,"P75911-8",171,2724,81.6,7.82,0.051,NA,100,2.46,"control",4.97,"0.238","0.314","7.37","9.72",NA,NA,NA
"BW",5,2014-11-20,"SW","in","BW-S-5",23.62,9.002,5.03,NA,"P75911-10",170,2723,82.1,7.88,0.055,NA,104,2.58,"control",5.03,"0.367","0.641","11.37","19.85",NA,NA,NA
"BW",7,2014-11-20,"SW","in","BW-S-7",23.74,8.804,4.91,NA,"P75911-12",166,2670,79.8,7.97,0.052,NA,102,2.54,"control",4.91,"0.418","0.631","12.95","19.54",NA,NA,NA
"BW",8,2014-11-20,"SW","in","BW-S-8",25.52,8.811,4.91,NA,"P75911-13",168,2579,112,8.03,0.042,NA,98.2,2.59,"control",4.91,"0.33","0.333","10.22","10.31",NA,NA,NA
"BW",9,2014-11-20,"SW","in","BW-S-9",25.62,8.909,4.97,NA,"P75911-14",163,2591,114,8.06,0.043,NA,101,2.58,"control",4.97,"0.351","0.583","10.87","18.06",NA,NA,NA
"BW",11,2014-11-20,"SW","in","BW-S-11",24.8,9.013,5.03,NA,"P75911-16",172,2493,120,7.75,0.034,NA,96.1,2.55,"treatment",5.03,"0.282","0.51","8.73","15.79",NA,NA,NA
"BW",12,2014-11-20,"SW","in","BW-S-12",25.76,9.439,5.29,NA,"P75911-17",179,2969,83.3,7.85,0.052,NA,128,2.57,"treatment",5.29,"0.475","0.477","14.71","14.77",NA,NA,NA
"BW",13,2014-11-20,"SW","in","BW-S-13",24.77,9.089,5.08,NA,"P75911-18",180,2764,83.6,7.86,0.051,NA,104,2.52,"treatment",5.08,"0.379","0.586","11.74","18.15",NA,NA,NA
"BW",14,2014-11-20,"SW","in","BW-S-14",24.08,9.233,5.18,NA,"P75911-19",172,2724,82.3,7.72,0.065,NA,109,2.51,"treatment",5.18,"0.417","0.609","12.91","18.86",NA,NA,NA
"BW",15,2014-11-20,"SW","in","BW-S-15",24.83,9.369,5.25,NA,"P75911-20",182,2755,88.1,7.95,0.097,NA,102,2.66,"treatment",5.25,"0.531","0.621","16.45","19.23",NA,NA,NA
"BW",16,2014-11-20,"SW","in","BW-S-16",24.84,9.091,5.085,NA,"P75911-21_P75911-22",171,2783.5,82.8,8.015,0.0495,NA,107.5,2.565,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2014-12-17,"SW","in","BW-S-1",15.99,10.04,5.7,NA,"P75912-2_P75912-3",207,3223.5,81.05,7.685,0.1245,NA,139,2.68,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2014-12-17,"SW","in","BW-S-3",15.82,9.968,5.65,NA,"P75912-8",196,2996,75.6,7.83,0.294,NA,124,2.74,"control",5.65,"0.139","0.397","4.3","12.3",NA,NA,NA
"BW",5,2014-12-17,"SW","in","BW-S-5",20.09,9.23,5.19,NA,"P75912-10",198,3245,82.7,7.76,0.097,NA,134,2.71,"control",5.19,"0.181","0.429","5.61","13.29",NA,NA,NA
"BW",7,2014-12-17,"SW","in","BW-S-7",22,3.69,1.95,NA,"P75912-12",201,1274,35.6,8.09,0.053,NA,53.7,1.47,"control",1.95,"0.157","0.378","4.86","11.71",NA,NA,NA
"BW",8,2014-12-17,"SW","in","BW-S-8",20.26,6.91,3.81,NA,"P75912-13",198,2025,59.1,8.05,0.36,NA,83.1,2.32,"control",3.81,"0.199","0.469","6.16","14.52",NA,NA,NA
"BW",9,2014-12-17,"SW","in","BW-S-9",24.29,7.97,4.42,NA,"P75912-14",197,3108,78,7.88,0.077,NA,132,2.62,"control",4.42,"0.302","0.521","9.35","16.14",NA,NA,NA
"BW",11,2014-12-17,"SW","in","BW-S-11",19.8,11.22,6.4,NA,"P75912-16",191,3897,94.8,7.99,0.07,NA,182,3.01,"treatment",6.4,"0.321","0.671","9.94","20.78",NA,NA,NA
"BW",12,2014-12-17,"SW","in","BW-S-12",19.74,11.04,6.24,NA,"P75912-17",200,3759,95.9,7.95,0.171,NA,185,3.03,"treatment",6.24,"0.414","0.712","12.82","22.05",NA,NA,NA
"BW",13,2014-12-17,"SW","in","BW-S-13",20.22,11.22,6.4,NA,"P75912-18",207,3934,95.9,7.9,0.113,NA,190,2.92,"treatment",6.4,"0.378","0.686","11.71","21.25",NA,NA,NA
"BW",14,2014-12-17,"SW","in","BW-S-14",19.43,11.03,6.29,NA,"P75912-19",193,3727,95.5,8,0.144,NA,175,3.02,"treatment",6.29,"0.182","0.41","5.64","12.7",NA,NA,NA
"BW",15,2014-12-17,"SW","in","BW-S-15",19.92,11.13,6.34,NA,"P75912-20",190,3650,96.9,8.07,0.204,NA,177,3.04,"treatment",6.34,"0.353","0.561","10.93","17.37",NA,NA,NA
"BW",16,2014-12-17,"SW","in","BW-S-16",20.47,11.14,6.36,NA,"P75912-21_P75912-22",194,4128,98,8.07,0.108,NA,201,2.98,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2015-01-14,"SW","in","BW-S-1",25.52,4.483,2.38,NA,"P76816-2",218,1296,50.5,8.02,0.053,0.005,59.2,1.51,"control",2.38,"0.386","0.582","11.95","18.02",NA,NA,NA
"BW",3,2015-01-14,"SW","in","BW-S-3",29.14,7.008,3.82,NA,"P76816-3_P76816-4",213.5,1953,70.35,7.85,0.0755,0.005,96.05,2.01,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",5,2015-01-14,"SW","in","BW-S-5",24.54,8.747,4.88,NA,"P76816-5",206,2528,87.4,7.83,0.088,0.005,120,2.53,"control",4.88,"0.572","0.815","17.71","25.24",NA,NA,NA
"BW",7,2015-01-14,"SW","in","BW-S-7",24.56,7.122,3.91,NA,"P76816-6",218,2564,71.6,8.01,0.063,0.005,125,2.05,"control",3.91,"0.315","0.601","9.76","18.61",NA,NA,NA
"BW",8,2015-01-14,"SW","in","BW-S-8",25.19,3.593,1.89,NA,"P76816-7",205,893,36,7.91,0.041,0.005,35.7,1.26,"control",1.89,"0.226","0.454","7","14.06",NA,NA,NA
"BW",9,2015-01-14,"SW","in","BW-S-9",26.43,6.354,3.45,NA,"P76816-8",241,2138,73.3,7.83,0.096,0.005,106,2.07,"control",3.45,"0.371","0.697","11.49","21.59",NA,NA,NA
"BW",11,2015-01-14,"SW","in","BW-S-11",27.62,13.09,7.5,NA,"P76816-9",223,4450,97.2,7.83,0.151,0.005,334,2.63,"treatment",7.5,"0.466","0.832","14.43","25.77",NA,NA,NA
"BW",12,2015-01-14,"SW","in","BW-S-12",26.79,12.52,7.15,NA,"P76816-10_P76816-15",212.5,4127.5,98.7,7.835,0.139,0.005,212.5,2.88,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",14,2015-01-14,"SW","in","BW-S-14",30.78,13.23,7.56,NA,"P76816-12",205,4345,99.2,7.77,0.141,0.005,266,2.89,"treatment",7.56,"0.469","0.771","14.52","23.88",NA,NA,NA
"BW",3,2015-02-11,"SW","in","BW-S-3",29.12,5.647,3.03,NA,"P76949-3_P76949-4",216.5,1584.5,57.55,8.28,0.052,0.005,84.85,2.145,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",5,2015-02-11,"SW","in","BW-S-5",26.84,11.84,6.74,NA,"P76949-5",343,3740,199,7.92,0.453,NA,151,4.74,"control",6.74,"1.417","2.383","43.88","73.8",NA,NA,NA
"BW",7,2015-02-11,"SW","in","BW-S-7",27.78,2.672,1.37,NA,"P76949-6",190,482,74.1,8.55,0.05,NA,54.2,1.64,"control",1.37,"0.341","0.637","10.56","19.73",NA,NA,NA
"BW",8,2015-02-11,"SW","in","BW-S-8",27.51,3.219,1.67,NA,"P76949-7",227,594,45.7,8.14,0.52,NA,38.8,3.09,"control",1.67,"0.629","1.038","19.48","32.15",NA,NA,NA
"BW",12,2015-02-11,"SW","in","BW-S-12",25.6,22.45,13.57,NA,"P76949-10",272,8103,148,7.96,0.445,NA,812,4.32,"treatment",13.57,"0.369","0.736","11.43","22.79",NA,NA,NA
"BW",1,2015-05-13,"SW","in","BW-S-1",28.66,8.731,4.84,7.03,"P77339-2_P77339-3",183.5,2573.5,64.15,7.705,0.0605,NA,299.5,2.42,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2015-05-13,"SW","in","BW-S-3",28.51,9.905,5.55,7.08,"P77339-4",177,3075,74.7,7.8,0.083,NA,341,2.78,"control",NA,"0.402","0.564","12.450","17.467",NA,NA,NA
"BW",5,2015-05-13,"SW","in","BW-S-5",29.06,NA,6.91,NA,"P77339-5",169,4006,91.2,7.8,0.082,NA,445,3.23,"control",NA,"0.324","0.486","10.034","15.051",NA,NA,NA
"BW",7,2015-05-13,"SW","in","BW-S-7",32.27,9.833,5.47,7.09,"P77339-6",183,3576,85.2,7.95,0.104,NA,414,3.17,"control",NA,"0.303","0.486","9.384","15.051",NA,NA,NA
"BW",8,2015-05-13,"SW","in","BW-S-8",32.46,9.851,5.48,7.09,"P77339-7",181,2962,74.8,7.85,0.065,NA,328,2.72,"control",NA,"0.267","0.387","8.269","11.985",NA,NA,NA
"BW",9,2015-05-13,"SW","in","BW-S-9",33.3,11.4,6.41,7.56,"P77339-8",168,3476,77.5,8.01,0.072,NA,427,2.82,"control",NA,"0.253","0.267","7.835","8.269",NA,NA,NA
"BW",11,2015-05-13,"SW","in","BW-S-11",35.25,15.06,8.64,7.64,"P77339-9",142,4797,99.4,7.93,0.156,NA,570,3.37,"treatment",NA,"0.366","0.472","11.335","14.618",NA,NA,NA
"BW",12,2015-05-13,"SW","in","BW-S-12",36.82,16.78,9.68,7.46,"P77339-10",158,5390,98.1,7.89,0.145,NA,624,3.42,"treatment",NA,"0.147","0.296","4.553","9.167",NA,NA,NA
"BW",13,2015-05-13,"SW","in","BW-S-13",37.76,14.79,8.43,7.54,"P77339-11",166,5538,94.2,8.03,0.079,NA,677,3.19,"treatment",NA,"0.267","0.416","8.269","12.884",NA,NA,NA
"BW",14,2015-05-13,"SW","in","BW-S-14",34.11,16.38,9.51,7.61,"P77339-12",150,4701,97.1,7.94,0.153,NA,558,3.38,"treatment",NA,"0.246","0.366","7.619","11.335",NA,NA,NA
"BW",15,2015-05-13,"SW","in","BW-S-15",35.22,17.95,10.46,7.58,"P77339-13",170,4720,106,7.87,0.136,NA,564,3.44,"treatment",NA,"0.444","0.783","13.751","24.250",NA,NA,NA
"BW",16,2015-05-13,"SW","in","BW-S-16",36.73,14.51,8.29,7.82,"P77339-14_P77339-15",141,4635,99.85,7.995,0.127,NA,555,3.54,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2015-06-17,"SW","in","BW-S-1",35.71,7.817,4.25,7.46,"P78701-2",195,1600,55.9,7.5,0.09,NA,203,2.17,"control",NA,"0.553","0.606","17.126","18.768",NA,NA,NA
"BW",3,2015-06-17,"SW","in","BW-S-3",36.47,11.28,6.31,7.37,"P78701-3_P78701-4",185,3175,67,7.64,0.0815,NA,380,2.525,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",5,2015-06-17,"SW","in","BW-S-5",38.62,9.784,5.43,7.14,"P78701-5",186,2460,57.5,7.87,0.056,NA,280,2.34,"control",NA,"0.345","0.388","10.685","12.016",NA,NA,NA
"BW",7,2015-06-17,"SW","in","BW-S-7",38.35,15.11,8.44,7.71,"P78701-6",183,2010,53.3,7.95,0.175,NA,234,2.18,"control",NA,"0.388","0.229","12.016","7.092",NA,NA,NA
"BW",8,2015-06-17,"SW","in","BW-S-8",37.1,13.83,7.85,7.29,"P78701-7",210,2778,69.7,7.63,0.079,NA,309,2.76,"control",NA,"0.185","0.398","5.729","12.326",NA,NA,NA
"BW",9,2015-06-17,"SW","in","BW-S-9",37.19,11.29,6.3,7.75,"P78701-8",194,3449,75.6,7.82,0.075,NA,417,2.8,"control",NA,"0.253","0.495","7.835","15.330",NA,NA,NA
"BW",11,2015-06-17,"SW","in","BW-S-11",39.44,24.8,14.79,7.18,"P78701-9",176,7618,82.7,7.75,0.077,NA,925,2.89,"treatment",NA,"0.285","0.513","8.826","15.888",NA,NA,NA
"BW",12,2015-06-17,"SW","in","BW-S-12",38.85,16.72,9.63,7.33,"P78701-10_P78701-15",149.5,5114,93.15,7.765,0.0775,NA,575.5,3.465,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",13,2015-06-17,"SW","in","BW-S-13",33.01,22.84,13.63,6.98,"P78701-11",179,7368,86.5,7.2,0.608,NA,868,3.22,"treatment",NA,"0.293","0.549","9.074","17.003",NA,NA,NA
"BW",14,2015-06-17,"SW","in","BW-S-14",40.98,17.62,10.15,7.3,"P78701-12",124,5081,87.4,7.62,0.069,NA,582,3.14,"treatment",NA,"0.241","0.293","7.464","9.074",NA,NA,NA
"BW",15,2015-06-17,"SW","in","BW-S-15",37.61,24.6,14.7,7.08,"P78701-13",181,7794,92.3,7.41,0.365,NA,940,3.35,"treatment",NA,"0.249","0.531","7.712","16.445",NA,NA,NA
"BW",1,2015-08-19,"SW","in","BW-S-1",27.96,13.81,7.94,6.62,"P79073-2_P79073-3",209.5,3950.5,69.95,7.395,0.0615,NA,348.5,2.385,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2015-08-19,"SW","in","BW-S-3",28.15,15.08,8.74,6.72,"P79073-4",196,3802,66.8,7.72,0.108,NA,344,2.35,"control",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",5,2015-08-19,"SW","in","BW-S-5",28.58,16.46,9.61,6.71,"P79073-5",205,4372,75.5,7.62,0.128,NA,384,2.65,"control",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",7,2015-08-19,"SW","in","BW-S-7",28.83,15.98,9.3,6.88,"P79073-6",197,3613,66,8.05,0.092,NA,326,2.46,"control",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",8,2015-08-19,"SW","in","BW-S-8",28.86,12.78,7.3,6.79,"P79073-7",221,4167,71.8,7.56,0.123,NA,357,2.69,"control",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",9,2015-08-19,"SW","in","BW-S-9",29.41,13.33,7.64,6.81,"P79073-8",204,2561,56.4,7.82,0.091,NA,229,2.07,"control",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",11,2015-08-19,"SW","in","BW-S-11",27.38,20.11,11.96,7.04,"P79073-9",197,6096,108,7.71,0.095,NA,518,3.53,"treatment",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",12,2015-08-19,"SW","in","BW-S-12",27.62,20.1,11.95,7.04,"P79073-10",189,6165,103,7.5,0.09,NA,522,3.44,"treatment",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
